,128,Predicted ID
0,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000016_0.jpg,0
1,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000017_1.jpg,0
2,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000018_0.jpg,0
3,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000019_0.jpg,0
4,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000020_0.jpg,0
5,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000021_0.jpg,0
6,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000023_0.jpg,0
7,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000030_0.jpg,3
8,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000031_0.jpg,0
9,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000032_0.jpg,0
10,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000033_0.jpg,0
11,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000034_0.jpg,0
12,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000035_0.jpg,0
13,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000036_0.jpg,0
14,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000037_0.jpg,0
15,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000038_0.jpg,0
16,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000039_0.jpg,0
17,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000040_0.jpg,0
18,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000041_0.jpg,0
19,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000042_0.jpg,0
20,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000045_0.jpg,0
21,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000048_0.jpg,0
22,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000049_0.jpg,0
23,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000050_0.jpg,0
24,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000052_0.jpg,0
25,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000053_0.jpg,0
26,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000054_1.jpg,0
27,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000055_0.jpg,0
28,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000056_1.jpg,0
29,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000057_0.jpg,0
30,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000058_0.jpg,0
31,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000059_0.jpg,0
32,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000060_0.jpg,0
33,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000061_0.jpg,0
34,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000071_0.jpg,1
35,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000072_0.jpg,1
36,ac0abb38-d3ff-400a-b710-7bdcbb7c366d_00000073_1.jpg,1
